,Unnamed: 0,Rank,NOC,Gold,Silver,Bronze,Total,Year,Country Code,Is_Host,Ex-Host,Host Continent,Team Size,Participated Events,Total Events,Total Male Participants,Total Female Participants
837,1018,30.0,Denmark,2.0,2.0,3.0,7.0,2008,DEN,0,0,0,108.0,62,302.0,64.0,20.0
838,1105,30.0,Denmark,2.0,4.0,3.0,9.0,2012,DEN,0,0,0,149.0,69,302.0,66.0,48.0
839,1188,27.0,Denmark,2.0,6.0,7.0,15.0,2016,DEN,0,0,0,143.0,67,306.0,78.0,41.0
840,1272,25.0,Denmark,3.0,4.0,4.0,11.0,2020,DEN,0,0,0,138.0,63,339.0,57.0,51.0
841,1369,29.0,Denmark,2.0,2.0,5.0,9.0,2024,DEN,0,0,1,161.0,60,329.0,55.0,73.0
842,3230,,Denmark,,,,,2028,DEN,0,0,0,149.0,61,334.0,56.0,62.0
843,2017,0.0,Djibouti,0.0,0.0,0.0,0.0,1984,DJI,0,0,0,3.0,1,221.0,3.0,0.0
844,686,46.0,Djibouti,0.0,0.0,1.0,1.0,1988,DJI,0,0,0,6.0,5,237.0,6.0,0.0
845,2150,0.0,Djibouti,0.0,0.0,0.0,0.0,1992,DJI,0,0,0,8.0,7,257.0,8.0,0.0
846,2288,0.0,Djibouti,0.0,0.0,0.0,0.0,1996,DJI,0,0,0,5.0,4,271.0,5.0,0.0
847,2398,0.0,Djibouti,0.0,0.0,0.0,0.0,2000,DJI,0,0,0,2.0,2,300.0,1.0,1.0
848,2646,0.0,Djibouti,0.0,0.0,0.0,0.0,2008,DJI,0,0,0,2.0,2,302.0,1.0,1.0
849,2763,0.0,Djibouti,0.0,0.0,0.0,0.0,2012,DJI,0,0,0,4.0,4,302.0,2.0,2.0
850,2859,0.0,Djibouti,0.0,0.0,0.0,0.0,2016,DJI,0,0,0,8.0,7,306.0,6.0,1.0
851,3007,0.0,Djibouti,0.0,0.0,0.0,0.0,2020,DJI,0,0,0,5.0,5,339.0,3.0,1.0
852,3090,0.0,Djibouti,0.0,0.0,0.0,0.0,2024,DJI,0,0,0,7.0,6,329.0,5.0,2.0
853,3296,,Djibouti,,,,,2028,DJI,0,0,0,6.0,5,334.0,4.0,1.0
854,2270,0.0,Dominica,0.0,0.0,0.0,0.0,1996,DMA,0,0,1,6.0,6,271.0,4.0,2.0
855,2384,0.0,Dominica,0.0,0.0,0.0,0.0,2000,DMA,0,0,0,4.0,4,300.0,2.0,2.0
856,2605,0.0,Dominica,0.0,0.0,0.0,0.0,2004,DMA,0,0,0,2.0,2,301.0,1.0,1.0
857,2715,0.0,Dominica,0.0,0.0,0.0,0.0,2008,DMA,0,0,0,2.0,2,302.0,2.0,0.0
858,2830,0.0,Dominica,0.0,0.0,0.0,0.0,2012,DMA,0,0,0,2.0,2,302.0,1.0,1.0
859,2945,0.0,Dominica,0.0,0.0,0.0,0.0,2016,DMA,0,0,0,2.0,2,306.0,1.0,1.0
860,3081,0.0,Dominica,0.0,0.0,0.0,0.0,2020,DMA,0,0,0,2.0,2,339.0,1.0,1.0
861,1402,62.0,Dominica,1.0,0.0,0.0,1.0,2024,DMA,0,0,0,4.0,4,329.0,2.0,2.0
862,3263,,Dominica,,,,,2028,DMA,0,0,1,3.0,3,334.0,1.0,1.0
863,1710,0.0,Dominican Republic,0.0,0.0,0.0,0.0,1964,DOM,0,0,0,1.0,1,163.0,1.0,0.0
864,1755,0.0,Dominican Republic,0.0,0.0,0.0,0.0,1968,DOM,0,0,0,24.0,16,172.0,18.0,0.0
865,1823,0.0,Dominican Republic,0.0,0.0,0.0,0.0,1972,DOM,0,0,0,5.0,4,195.0,5.0,0.0
866,1869,0.0,Dominican Republic,0.0,0.0,0.0,0.0,1976,DOM,0,0,1,11.0,10,198.0,9.0,1.0
867,1935,0.0,Dominican Republic,0.0,0.0,0.0,0.0,1980,DOM,0,0,0,7.0,7,203.0,5.0,1.0
868,637,43.0,Dominican Republic,0.0,0.0,1.0,1.0,1984,DOM,0,0,1,24.0,20,221.0,15.0,4.0
869,2075,0.0,Dominican Republic,0.0,0.0,0.0,0.0,1988,DOM,0,0,0,18.0,15,237.0,15.0,1.0
870,2188,0.0,Dominican Republic,0.0,0.0,0.0,0.0,1992,DOM,0,0,0,32.0,13,257.0,30.0,2.0
871,2285,0.0,Dominican Republic,0.0,0.0,0.0,0.0,1996,DOM,0,0,1,16.0,16,271.0,12.0,4.0
872,2441,0.0,Dominican Republic,0.0,0.0,0.0,0.0,2000,DOM,0,0,0,13.0,13,300.0,10.0,2.0
873,969,54.0,Dominican Republic,1.0,0.0,0.0,1.0,2004,DOM,0,0,0,33.0,22,301.0,17.0,16.0
874,1035,47.0,Dominican Republic,1.0,1.0,0.0,2.0,2008,DOM,0,0,0,27.0,21,302.0,18.0,6.0
875,1122,47.0,Dominican Republic,1.0,1.0,0.0,2.0,2012,DOM,0,0,0,36.0,21,302.0,13.0,20.0
876,1240,78.0,Dominican Republic,0.0,0.0,1.0,1.0,2016,DOM,0,0,0,30.0,22,306.0,18.0,8.0
877,1315,68.0,Dominican Republic,0.0,3.0,2.0,5.0,2020,DOM,0,0,0,69.0,31,339.0,42.0,24.0
878,1399,59.0,Dominican Republic,1.0,0.0,2.0,3.0,2024,DOM,0,0,0,64.0,27,329.0,34.0,25.0
879,3260,,Dominican Republic,,,,,2028,DOM,0,0,1,66.0,29,334.0,38.0,24.0
880,1484,0.0,Ecuador,0.0,0.0,0.0,0.0,1924,ECU,0,0,0,4.0,4,126.0,3.0,0.0
881,1731,0.0,Ecuador,0.0,0.0,0.0,0.0,1968,ECU,0,0,0,41.0,21,172.0,14.0,1.0
882,1839,0.0,Ecuador,0.0,0.0,0.0,0.0,1972,ECU,0,0,0,4.0,4,195.0,2.0,0.0
883,1890,0.0,Ecuador,0.0,0.0,0.0,0.0,1976,ECU,0,0,0,8.0,8,198.0,5.0,0.0
884,1925,0.0,Ecuador,0.0,0.0,0.0,0.0,1980,ECU,0,0,0,16.0,13,203.0,11.0,1.0
885,1959,0.0,Ecuador,0.0,0.0,0.0,0.0,1984,ECU,0,0,0,15.0,14,221.0,10.0,1.0
886,2121,0.0,Ecuador,0.0,0.0,0.0,0.0,1988,ECU,0,0,0,15.0,15,237.0,10.0,3.0
887,2212,0.0,Ecuador,0.0,0.0,0.0,0.0,1992,ECU,0,0,0,15.0,15,257.0,6.0,7.0
888,806,49.0,Ecuador,1.0,0.0,0.0,1.0,1996,ECU,0,0,0,28.0,18,271.0,17.0,2.0
889,2416,0.0,Ecuador,0.0,0.0,0.0,0.0,2000,ECU,0,0,0,11.0,11,300.0,7.0,3.0
890,2565,0.0,Ecuador,0.0,0.0,0.0,0.0,2004,ECU,0,0,0,18.0,15,301.0,11.0,5.0
891,1061,72.0,Ecuador,0.0,1.0,0.0,1.0,2008,ECU,0,0,0,26.0,23,302.0,17.0,8.0
892,2767,0.0,Ecuador,0.0,0.0,0.0,0.0,2012,ECU,0,0,0,36.0,34,302.0,23.0,13.0
893,2888,0.0,Ecuador,0.0,0.0,0.0,0.0,2016,ECU,0,0,1,40.0,29,306.0,22.0,15.0
894,1285,38.0,Ecuador,2.0,1.0,0.0,3.0,2020,ECU,0,0,0,52.0,35,339.0,17.0,30.0
895,1389,49.0,Ecuador,1.0,2.0,2.0,5.0,2024,ECU,0,0,0,47.0,32,329.0,16.0,24.0
896,3250,,Ecuador,,,,,2028,ECU,0,0,0,49.0,33,334.0,16.0,27.0
897,1462,0.0,Egypt,0.0,0.0,0.0,0.0,1920,EGY,0,0,0,22.0,11,156.0,18.0,0.0
898,1472,0.0,Egypt,0.0,0.0,0.0,0.0,1924,EGY,0,0,0,30.0,12,126.0,25.0,0.0
899,144,17.0,Egypt,2.0,1.0,1.0,4.0,1928,EGY,0,0,0,43.0,14,109.0,32.0,0.0
900,204,16.0,Egypt,2.0,1.0,2.0,5.0,1936,EGY,0,0,0,66.0,30,129.0,53.0,0.0
901,236,16.0,Egypt,2.0,2.0,1.0,5.0,1948,EGY,0,0,0,166.0,53,136.0,85.0,0.0
902,298,40.0,Egypt,0.0,0.0,1.0,1.0,1952,EGY,0,0,0,196.0,65,149.0,106.0,0.0
903,1607,0.0,Egypt,0.0,0.0,0.0,0.0,1956,EGY,0,0,0,6.0,2,151.0,3.0,0.0
904,1660,0.0,Egypt,0.0,0.0,0.0,0.0,1964,EGY,0,0,0,83.0,35,163.0,73.0,0.0
905,1716,0.0,Egypt,0.0,0.0,0.0,0.0,1968,EGY,0,0,0,35.0,18,172.0,30.0,0.0
906,1783,0.0,Egypt,0.0,0.0,0.0,0.0,1972,EGY,0,0,0,26.0,16,195.0,23.0,0.0
907,1854,0.0,Egypt,0.0,0.0,0.0,0.0,1976,EGY,0,0,0,26.0,7,198.0,26.0,0.0
908,626,33.0,Egypt,0.0,1.0,0.0,1.0,1984,EGY,0,0,0,148.0,74,221.0,108.0,6.0
909,2041,0.0,Egypt,0.0,0.0,0.0,0.0,1988,EGY,0,0,0,59.0,36,237.0,47.0,1.0
910,2149,0.0,Egypt,0.0,0.0,0.0,0.0,1992,EGY,0,0,0,83.0,32,257.0,72.0,3.0
911,2254,0.0,Egypt,0.0,0.0,0.0,0.0,1996,EGY,0,0,0,33.0,17,271.0,27.0,2.0
912,2370,0.0,Egypt,0.0,0.0,0.0,0.0,2000,EGY,0,0,0,103.0,64,300.0,73.0,15.0
913,960,46.0,Egypt,1.0,1.0,3.0,5.0,2004,EGY,0,0,0,104.0,48,301.0,81.0,16.0
914,1069,81.0,Egypt,0.0,0.0,2.0,2.0,2008,EGY,0,0,0,116.0,68,302.0,74.0,26.0
915,1131,56.0,Egypt,0.0,3.0,1.0,4.0,2012,EGY,0,0,0,132.0,87,302.0,75.0,34.0
916,1236,75.0,Egypt,0.0,0.0,3.0,3.0,2016,EGY,0,0,0,137.0,87,306.0,84.0,37.0
917,1301,54.0,Egypt,1.0,1.0,4.0,6.0,2020,EGY,0,0,0,195.0,94,339.0,93.0,48.0
918,1393,52.0,Egypt,1.0,1.0,1.0,3.0,2024,EGY,0,0,0,207.0,89,329.0,103.0,54.0
919,3254,,Egypt,,,,,2028,EGY,0,0,0,201.0,91,334.0,98.0,51.0
920,2407,0.0,Eritrea,0.0,0.0,0.0,0.0,2000,ERI,0,0,0,3.0,3,300.0,2.0,1.0
921,985,71.0,Eritrea,0.0,0.0,1.0,1.0,2004,ERI,0,0,0,5.0,3,301.0,3.0,1.0
922,2618,0.0,Eritrea,0.0,0.0,0.0,0.0,2008,ERI,0,0,0,11.0,6,302.0,8.0,2.0
923,2744,0.0,Eritrea,0.0,0.0,0.0,0.0,2012,ERI,0,0,0,12.0,7,302.0,11.0,1.0
924,2867,0.0,Eritrea,0.0,0.0,0.0,0.0,2016,ERI,0,0,0,12.0,6,306.0,11.0,1.0
925,3056,0.0,Eritrea,0.0,0.0,0.0,0.0,2020,ERI,0,0,0,14.0,10,339.0,8.0,5.0
926,3129,0.0,Eritrea,0.0,0.0,0.0,0.0,2024,ERI,0,0,0,12.0,9,329.0,8.0,3.0
927,3335,,Eritrea,,,,,2028,ERI,0,0,0,13.0,9,334.0,8.0,4.0
928,1509,0.0,El Salvador,0.0,0.0,0.0,0.0,1932,ESA,0,0,0,4.0,1,117.0,1.0,0.0
929,1719,0.0,El Salvador,0.0,0.0,0.0,0.0,1968,ESA,0,0,1,104.0,48,172.0,52.0,8.0
930,1800,0.0,El Salvador,0.0,0.0,0.0,0.0,1972,ESA,0,0,0,18.0,12,195.0,11.0,0.0
931,2014,0.0,El Salvador,0.0,0.0,0.0,0.0,1984,ESA,0,0,0,15.0,15,221.0,9.0,1.0
932,2095,0.0,El Salvador,0.0,0.0,0.0,0.0,1988,ESA,0,0,0,7.0,7,237.0,5.0,1.0
933,2237,0.0,El Salvador,0.0,0.0,0.0,0.0,1992,ESA,0,0,1,6.0,6,257.0,3.0,1.0
934,2321,0.0,El Salvador,0.0,0.0,0.0,0.0,1996,ESA,0,0,0,10.0,10,271.0,6.0,2.0
935,2460,0.0,El Salvador,0.0,0.0,0.0,0.0,2000,ESA,0,0,0,10.0,10,300.0,4.0,4.0
936,2587,0.0,El Salvador,0.0,0.0,0.0,0.0,2004,ESA,0,0,0,9.0,9,301.0,2.0,5.0
937,2656,0.0,El Salvador,0.0,0.0,0.0,0.0,2008,ESA,0,0,0,14.0,14,302.0,4.0,7.0
938,2761,0.0,El Salvador,0.0,0.0,0.0,0.0,2012,ESA,0,0,1,11.0,11,302.0,5.0,5.0
939,2864,0.0,El Salvador,0.0,0.0,0.0,0.0,2016,ESA,0,0,0,10.0,10,306.0,5.0,3.0
940,2986,0.0,El Salvador,0.0,0.0,0.0,0.0,2020,ESA,0,0,0,7.0,7,339.0,3.0,2.0
941,3154,0.0,El Salvador,0.0,0.0,0.0,0.0,2024,ESA,0,0,0,9.0,9,329.0,7.0,1.0
942,3360,,El Salvador,,,,,2028,ESA,0,0,0,8.0,8,334.0,5.0,1.0
943,22,14.0,Spain,1.0,0.0,0.0,1.0,1900,ESP,0,0,0,12.0,7,97.0,9.0,0.0
944,96,17.0,Spain,0.0,2.0,0.0,2.0,1920,ESP,0,0,0,111.0,29,156.0,58.0,0.0
945,1476,0.0,Spain,0.0,0.0,0.0,0.0,1924,ESP,0,0,0,151.0,44,126.0,93.0,2.0
946,154,24.0,Spain,1.0,0.0,0.0,1.0,1928,ESP,0,0,0,106.0,34,109.0,82.0,0.0
947,187,26.0,Spain,0.0,0.0,1.0,1.0,1932,ESP,0,0,0,8.0,4,117.0,7.0,0.0
948,250,28.0,Spain,0.0,1.0,0.0,1.0,1948,ESP,0,0,1,84.0,37,136.0,65.0,0.0
949,293,34.0,Spain,0.0,1.0,0.0,1.0,1952,ESP,0,0,0,42.0,21,149.0,27.0,0.0
950,1606,0.0,Spain,0.0,0.0,0.0,0.0,1956,ESP,0,0,0,12.0,4,151.0,6.0,0.0
951,381,41.0,Spain,0.0,0.0,1.0,1.0,1960,ESP,0,0,0,238.0,83,150.0,133.0,11.0
952,1666,0.0,Spain,0.0,0.0,0.0,0.0,1964,ESP,0,0,0,67.0,35,163.0,48.0,3.0
953,1727,0.0,Spain,0.0,0.0,0.0,0.0,1968,ESP,0,0,1,137.0,50,172.0,120.0,2.0
954,515,43.0,Spain,0.0,0.0,1.0,1.0,1972,ESP,0,0,0,162.0,59,195.0,117.0,5.0
955,546,30.0,Spain,0.0,2.0,0.0,2.0,1976,ESP,0,0,0,160.0,68,198.0,103.0,10.0
956,576,20.0,Spain,1.0,3.0,2.0,6.0,1980,ESP,0,0,0,211.0,75,203.0,146.0,9.0
957,612,20.0,Spain,1.0,2.0,2.0,5.0,1984,ESP,0,0,0,257.0,104,221.0,163.0,16.0
958,665,25.0,Spain,1.0,1.0,2.0,4.0,1988,ESP,0,0,0,317.0,130,237.0,199.0,29.0
959,697,6.0,Spain,13.0,7.0,2.0,22.0,1992,ESP,1,1,1,537.0,195,257.0,297.0,124.0
960,768,13.0,Spain,5.0,6.0,6.0,17.0,1996,ESP,0,1,0,384.0,157,271.0,194.0,94.0
961,859,25.0,Spain,3.0,3.0,5.0,11.0,2000,ESP,0,1,0,431.0,165,300.0,216.0,105.0
962,934,20.0,Spain,3.0,11.0,6.0,20.0,2004,ESP,0,1,0,423.0,155,301.0,177.0,138.0
963,1002,14.0,Spain,5.0,11.0,3.0,19.0,2008,ESP,0,1,0,355.0,147,302.0,163.0,120.0
964,1092,17.0,Spain,4.0,10.0,6.0,20.0,2012,ESP,0,1,1,339.0,135,302.0,168.0,110.0
965,1175,14.0,Spain,7.0,4.0,6.0,17.0,2016,ESP,0,1,0,363.0,146,306.0,164.0,143.0
966,1269,22.0,Spain,3.0,8.0,6.0,17.0,2020,ESP,0,1,0,429.0,146,339.0,193.0,142.0
967,1355,15.0,Spain,5.0,4.0,9.0,18.0,2024,ESP,0,1,0,526.0,150,329.0,199.0,202.0
968,3216,,Spain,,,,,2028,ESP,0,1,0,477.0,148,334.0,196.0,172.0
969,92,14.0,Estonia,1.0,2.0,0.0,3.0,1920,EST,0,0,1,20.0,19,156.0,14.0,0.0
970,117,17.0,Estonia,1.0,1.0,4.0,6.0,1924,EST,0,0,1,47.0,26,126.0,38.0,0.0
971,143,16.0,Estonia,2.0,1.0,2.0,5.0,1928,EST,0,0,1,23.0,19,109.0,20.0,0.0
972,1512,0.0,Estonia,0.0,0.0,0.0,0.0,1932,EST,0,0,0,3.0,3,117.0,2.0,0.0
973,203,14.0,Estonia,2.0,2.0,3.0,7.0,1936,EST,0,0,1,36.0,29,129.0,33.0,0.0
974,726,34.0,Estonia,1.0,0.0,1.0,2.0,1992,EST,0,0,0,46.0,35,257.0,33.0,4.0
975,2252,0.0,Estonia,0.0,0.0,0.0,0.0,1996,EST,0,0,0,52.0,36,271.0,35.0,8.0
976,881,47.0,Estonia,1.0,0.0,2.0,3.0,2000,EST,0,0,0,41.0,29,300.0,31.0,2.0
977,978,64.0,Estonia,0.0,1.0,2.0,3.0,2004,EST,0,0,1,45.0,34,301.0,31.0,11.0
978,1036,47.0,Estonia,1.0,1.0,0.0,2.0,2008,EST,0,0,0,53.0,42,302.0,34.0,13.0
979,1141,65.0,Estonia,0.0,1.0,1.0,2.0,2012,EST,0,0,0,36.0,30,302.0,23.0,9.0
980,1241,78.0,Estonia,0.0,0.0,1.0,1.0,2016,EST,0,0,0,49.0,31,306.0,28.0,18.0
981,1306,59.0,Estonia,1.0,0.0,1.0,2.0,2020,EST,0,0,0,42.0,28,339.0,19.0,14.0
982,3161,0.0,Estonia,0.0,0.0,0.0,0.0,2024,EST,0,0,1,26.0,21,329.0,16.0,8.0
983,3367,,Estonia,,,,,2028,EST,0,0,0,34.0,24,334.0,17.0,11.0
984,1596,0.0,Ethiopia,0.0,0.0,0.0,0.0,1956,ETH,0,0,0,30.0,10,151.0,12.0,0.0
985,359,21.0,Ethiopia,1.0,0.0,0.0,1.0,1960,ETH,0,0,0,15.0,8,150.0,10.0,0.0
986,407,24.0,Ethiopia,1.0,0.0,0.0,1.0,1964,ETH,0,0,0,19.0,11,163.0,12.0,0.0
987,448,25.0,Ethiopia,1.0,1.0,0.0,2.0,1968,ETH,0,0,0,26.0,13,172.0,18.0,0.0
988,509,41.0,Ethiopia,0.0,0.0,2.0,2.0,1972,ETH,0,0,0,40.0,20,195.0,31.0,0.0
989,574,17.0,Ethiopia,2.0,0.0,2.0,4.0,1980,ETH,0,0,0,48.0,26,203.0,39.0,2.0
990,724,33.0,Ethiopia,1.0,0.0,2.0,3.0,1992,ETH,0,0,0,24.0,11,257.0,14.0,6.0
991,790,34.0,Ethiopia,2.0,0.0,1.0,3.0,1996,ETH,0,0,0,19.0,10,271.0,10.0,8.0
992,854,20.0,Ethiopia,4.0,1.0,3.0,8.0,2000,ETH,0,0,0,27.0,11,300.0,15.0,11.0
993,942,28.0,Ethiopia,2.0,3.0,2.0,7.0,2004,ETH,0,0,0,27.0,12,301.0,14.0,12.0
994,1005,17.0,Ethiopia,4.0,2.0,1.0,7.0,2008,ETH,0,0,0,29.0,10,302.0,14.0,13.0
995,1100,25.0,Ethiopia,3.0,2.0,3.0,8.0,2012,ETH,0,0,0,34.0,14,302.0,18.0,15.0
996,1205,44.0,Ethiopia,1.0,2.0,5.0,8.0,2016,ETH,0,0,0,38.0,16,306.0,17.0,20.0
997,1303,56.0,Ethiopia,1.0,1.0,2.0,4.0,2020,ETH,0,0,0,38.0,15,339.0,17.0,20.0
998,1387,47.0,Ethiopia,1.0,3.0,0.0,4.0,2024,ETH,0,0,0,35.0,13,329.0,16.0,17.0
999,3248,,Ethiopia,,,,,2028,ETH,0,0,0,36.0,14,334.0,16.0,18.0
1000,692,1.0,Unified Team,45.0,38.0,29.0,112.0,1992,EUN,0,0,0,650.0,234,257.0,310.0,165.0
1001,1599,0.0,Fiji,0.0,0.0,0.0,0.0,1956,FIJ,0,0,1,5.0,4,151.0,5.0,0.0
1002,1657,0.0,Fiji,0.0,0.0,0.0,0.0,1960,FIJ,0,0,0,3.0,3,150.0,2.0,0.0
1003,1775,0.0,Fiji,0.0,0.0,0.0,0.0,1968,FIJ,0,0,0,1.0,1,172.0,1.0,0.0
1004,1851,0.0,Fiji,0.0,0.0,0.0,0.0,1972,FIJ,0,0,0,4.0,4,195.0,2.0,0.0
1005,1901,0.0,Fiji,0.0,0.0,0.0,0.0,1976,FIJ,0,0,0,5.0,5,198.0,1.0,1.0
1006,1984,0.0,Fiji,0.0,0.0,0.0,0.0,1984,FIJ,0,0,0,26.0,22,221.0,11.0,3.0
1007,2091,0.0,Fiji,0.0,0.0,0.0,0.0,1988,FIJ,0,0,0,41.0,31,237.0,19.0,4.0
1008,2204,0.0,Fiji,0.0,0.0,0.0,0.0,1992,FIJ,0,0,0,36.0,32,257.0,14.0,4.0
1009,2331,0.0,Fiji,0.0,0.0,0.0,0.0,1996,FIJ,0,0,0,21.0,14,271.0,14.0,3.0
1010,2486,0.0,Fiji,0.0,0.0,0.0,0.0,2000,FIJ,0,0,1,9.0,9,300.0,4.0,3.0
1011,2563,0.0,Fiji,0.0,0.0,0.0,0.0,2004,FIJ,0,0,0,9.0,9,301.0,4.0,4.0
1012,2685,0.0,Fiji,0.0,0.0,0.0,0.0,2008,FIJ,0,0,0,6.0,6,302.0,4.0,2.0
1013,2758,0.0,Fiji,0.0,0.0,0.0,0.0,2012,FIJ,0,0,0,9.0,9,302.0,6.0,3.0
1014,1215,54.0,Fiji,1.0,0.0,0.0,1.0,2016,FIJ,0,0,0,53.0,14,306.0,36.0,17.0
1015,1307,59.0,Fiji,1.0,0.0,1.0,2.0,2020,FIJ,0,0,0,32.0,8,339.0,16.0,16.0
1016,1415,74.0,Fiji,0.0,1.0,0.0,1.0,2024,FIJ,0,0,0,36.0,11,329.0,19.0,17.0
1017,3276,,Fiji,,,,,2028,FIJ,0,0,0,34.0,9,334.0,17.0,16.0
1018,54,13.0,Finland,1.0,1.0,3.0,5.0,1908,FIN,0,0,0,94.0,23,110.0,64.0,0.0
1019,64,4.0,Finland,9.0,8.0,9.0,26.0,1912,FIN,0,0,1,233.0,49,102.0,164.0,2.0
1020,81,3.0,Finland,15.0,10.0,9.0,34.0,1920,FIN,0,0,1,136.0,51,156.0,63.0,1.0
1021,102,2.0,Finland,14.0,13.0,10.0,37.0,1924,FIN,0,0,1,253.0,69,126.0,121.0,0.0
1022,130,3.0,Finland,8.0,8.0,9.0,25.0,1928,FIN,0,0,1,132.0,48,109.0,68.0,2.0
1023,168,8.0,Finland,5.0,8.0,12.0,25.0,1932,FIN,0,0,0,66.0,36,117.0,40.0,0.0
1024,193,5.0,Finland,8.0,6.0,6.0,20.0,1936,FIN,0,0,1,186.0,70,129.0,103.0,5.0
1025,226,6.0,Finland,8.0,7.0,5.0,20.0,1948,FIN,0,0,0,215.0,84,136.0,125.0,6.0
1026,265,8.0,Finland,6.0,3.0,13.0,22.0,1952,FIN,1,1,1,412.0,139,149.0,228.0,30.0
1027,313,13.0,Finland,3.0,1.0,11.0,15.0,1956,FIN,0,1,0,147.0,67,151.0,71.0,1.0
1028,355,17.0,Finland,1.0,1.0,3.0,5.0,1960,FIN,0,1,1,219.0,92,150.0,108.0,10.0
1029,394,12.0,Finland,3.0,0.0,2.0,5.0,1964,FIN,0,1,0,151.0,64,163.0,84.0,5.0
1030,447,24.0,Finland,1.0,2.0,1.0,4.0,1968,FIN,0,1,0,126.0,61,172.0,60.0,6.0
1031,482,14.0,Finland,3.0,1.0,4.0,8.0,1972,FIN,0,1,1,133.0,75,195.0,90.0,7.0
1032,526,11.0,Finland,4.0,2.0,0.0,6.0,1976,FIN,0,1,0,108.0,63,198.0,80.0,6.0
1033,568,12.0,Finland,3.0,1.0,4.0,8.0,1980,FIN,0,1,1,125.0,71,203.0,100.0,6.0
1034,607,15.0,Finland,4.0,2.0,6.0,12.0,1984,FIN,0,1,0,107.0,76,221.0,73.0,13.0
1035,664,25.0,Finland,1.0,1.0,2.0,4.0,1988,FIN,0,1,0,101.0,66,237.0,59.0,19.0
1036,720,29.0,Finland,1.0,2.0,2.0,5.0,1992,FIN,0,1,0,130.0,85,257.0,60.0,28.0
1037,795,40.0,Finland,1.0,2.0,1.0,4.0,1996,FIN,0,1,0,105.0,74,271.0,47.0,29.0
1038,865,31.0,Finland,2.0,1.0,1.0,4.0,2000,FIN,0,1,0,88.0,64,300.0,40.0,30.0
1039,975,61.0,Finland,0.0,2.0,0.0,2.0,2004,FIN,0,1,1,67.0,53,301.0,36.0,17.0
1040,1033,44.0,Finland,1.0,1.0,2.0,4.0,2008,FIN,0,1,0,70.0,55,302.0,31.0,26.0
1041,1136,60.0,Finland,0.0,2.0,1.0,3.0,2012,FIN,0,1,0,69.0,61,302.0,29.0,27.0
1042,1242,78.0,Finland,0.0,0.0,1.0,1.0,2016,FIN,0,1,0,67.0,55,306.0,26.0,28.0
1043,1332,85.0,Finland,0.0,0.0,2.0,2.0,2020,FIN,0,1,0,49.0,37,339.0,22.0,23.0
1044,3173,0.0,Finland,0.0,0.0,0.0,0.0,2024,FIN,0,1,1,62.0,46,329.0,23.0,34.0
1045,3379,,Finland,,,,,2028,FIN,0,1,0,55.0,41,334.0,22.0,28.0
1046,3,4.0,France,5.0,4.0,2.0,11.0,1896,FRA,0,0,1,26.0,18,43.0,14.0,0.0
1047,10,1.0,France,27.0,39.0,37.0,103.0,1900,FRA,1,1,1,1071.0,81,97.0,713.0,12.0
1048,41,13.0,France,0.0,1.0,0.0,1.0,1904,FRA,0,1,0,2.0,2,95.0,1.0,0.0
1049,45,4.0,France,5.0,5.0,9.0,19.0,1908,FRA,0,1,0,319.0,54,110.0,208.0,0.0
1050,65,5.0,France,7.0,4.0,3.0,14.0,1912,FRA,0,1,1,232.0,66,102.0,119.0,1.0
1051,86,8.0,France,9.0,19.0,13.0,41.0,1920,FRA,0,1,1,452.0,113,156.0,297.0,8.0
1052,103,3.0,France,13.0,15.0,10.0,38.0,1924,FRA,1,2,1,636.0,128,126.0,370.0,31.0
1053,134,7.0,France,6.0,10.0,5.0,21.0,1928,FRA,0,2,1,422.0,112,109.0,219.0,36.0
1054,163,3.0,France,11.0,5.0,4.0,20.0,1932,FRA,0,2,0,159.0,57,117.0,97.0,6.0
1055,194,6.0,France,7.0,6.0,6.0,19.0,1936,FRA,0,2,1,303.0,100,129.0,190.0,11.0
1056,223,3.0,France,10.0,6.0,13.0,29.0,1948,FRA,0,2,0,433.0,135,136.0,279.0,37.0
1057,264,7.0,France,6.0,6.0,6.0,18.0,1952,FRA,0,2,1,408.0,131,149.0,214.0,31.0
1058,311,11.0,France,4.0,4.0,6.0,14.0,1956,FRA,0,2,0,227.0,101,151.0,127.0,18.0
1059,363,25.0,France,0.0,2.0,3.0,5.0,1960,FRA,0,2,1,363.0,120,150.0,210.0,28.0
1060,403,21.0,France,1.0,8.0,6.0,15.0,1964,FRA,0,2,0,214.0,89,163.0,118.0,20.0
1061,429,6.0,France,7.0,3.0,5.0,15.0,1968,FRA,0,2,0,311.0,107,172.0,169.0,31.0
1062,484,17.0,France,2.0,4.0,7.0,13.0,1972,FRA,0,2,1,356.0,132,195.0,197.0,30.0
1063,530,15.0,France,2.0,3.0,4.0,9.0,1976,FRA,0,2,0,302.0,128,198.0,177.0,29.0
1064,564,8.0,France,6.0,5.0,3.0,14.0,1980,FRA,0,2,1,200.0,85,203.0,98.0,23.0
1065,604,12.0,France,5.0,7.0,16.0,28.0,1984,FRA,0,2,0,354.0,139,221.0,189.0,49.0
1066,648,9.0,France,6.0,4.0,6.0,16.0,1988,FRA,0,2,0,413.0,167,237.0,192.0,74.0
1067,700,9.0,France,8.0,5.0,16.0,29.0,1992,FRA,0,2,0,486.0,196,257.0,241.0,98.0
